y_true,best_base_pred,stacking_pred,abs_error_best_base,abs_error_stacking,improvement,stacking_better
0.714286,0.2247969,0.2735892447643028,0.4894891,0.4406967552356972,0.04879234476430283,True
0.510476,0.5091858,0.5254895313381351,0.0012902000000000191,0.0150135313381351,-0.01372333133813508,False
1.0,0.32320148,0.2749369473370023,0.67679852,0.7250630526629978,-0.048264532662997794,False
0.315315,0.3702173,0.358817689393598,0.054902300000000015,0.04350268939359797,0.011399610606402044,True
0.0,0.1787671,0.1878574462400224,0.1787671,0.1878574462400224,-0.00909034624002239,False
0.009346,0.31828827,0.3221921581381058,0.30894226999999996,0.3128461581381058,-0.0039038881381058266,False
0.860051,0.23505555,0.2190821534365714,0.62499545,0.6409688465634287,-0.015973396563428666,False
0.26971,0.5483017,0.5662137654732444,0.2785917,0.2965037654732444,-0.01791206547324442,False
0.456067,0.34739503,0.3374628238244994,0.10867197,0.11860417617550062,-0.009932206175500613,False
0.617597,0.11804047,0.0988390840835355,0.49955652999999994,0.5187579159164645,-0.01920138591646453,False
0.0,0.1355237,0.1312483334794798,0.1355237,0.1312483334794798,0.004275366520520185,True
0.0,0.15763909,0.1637210993803787,0.15763909,0.1637210993803787,-0.0060820093803787,False
0.0,0.15760638,0.1650610380849408,0.15760638,0.1650610380849408,-0.007454658084940807,False
0.0,0.11835467,0.144865480726944,0.11835467,0.144865480726944,-0.026510810726944,False
0.045161,0.22970988,0.2400372910671936,0.18454888,0.1948762910671936,-0.010327411067193593,False
0.162362,0.38328975,0.4218652511480108,0.22092774999999998,0.2595032511480108,-0.03857550114801084,False
0.027344,0.17616265,0.1339826773195368,0.14881865,0.1066386773195368,0.042179972680463196,True
0.928,0.6449697,0.6250819611346103,0.28303030000000007,0.3029180388653897,-0.019887738865389637,False
0.567536,0.5173329,0.5444741365306636,0.050203100000000056,0.023061863469336474,0.02714123653066358,True
0.0,0.24396949,0.2407704276910575,0.24396949,0.2407704276910575,0.003199062308942513,True
0.0,0.16740707,0.1680098387197894,0.16740707,0.1680098387197894,-0.0006027687197893983,False
0.0,0.32558092,0.3152132737495779,0.32558092,0.3152132737495779,0.01036764625042208,True
0.872852,0.6580827,0.6946544575912788,0.21476929999999994,0.1781975424087212,0.03657175759127873,True
0.0,0.24069275,0.2056417387058011,0.24069275,0.2056417387058011,0.03505101129419891,True
0.0,0.10265153,0.1301965819762183,0.10265153,0.1301965819762183,-0.0275450519762183,False
0.406667,0.4012416,0.4122086215120299,0.005425400000000025,0.005541621512029915,-0.0001162215120298904,False
0.592593,0.18738006,0.2161847340649917,0.4052129400000001,0.3764082659350083,0.028804674064991764,True
0.521505,0.52048117,0.5228840347711441,0.0010238299999999478,0.0013790347711440942,-0.0003552047711441464,False
0.413333,0.13504559,0.1388630600280371,0.27828741,0.2744699399719629,0.0038174700280371177,True
0.092262,0.18037315,0.1500900723366078,0.08811115000000001,0.05782807233660779,0.03028307766339222,True
0.952727,0.20382608,0.2081978550475796,0.74890092,0.7445291449524204,0.004371775047579574,True
0.238202,0.5280017,0.5199083257552399,0.2897997,0.2817063257552399,0.008093374244760088,True
0.0,0.2694793,0.2864589578508157,0.2694793,0.2864589578508157,-0.016979657850815733,False
0.0,0.18259142,0.1477904163899517,0.18259142,0.1477904163899517,0.034801003610048314,True
0.0,0.17255838,0.1772024826322471,0.17255838,0.1772024826322471,-0.004644102632247099,False
0.705499,0.47437128,0.496691248381892,0.23112771999999998,0.208807751618108,0.022319968381891986,True
0.658537,0.34991568,0.3486314473608042,0.30862132000000003,0.30990555263919584,-0.0012842326391958037,False
0.452206,0.20244439,0.1991276102990161,0.24976161,0.2530783897009839,-0.0033167797009839017,False
0.419462,0.2986797,0.3538214601838433,0.12078230000000001,0.0656405398161567,0.055141760183843314,True
0.0,0.35821864,0.3595788462039546,0.35821864,0.3595788462039546,-0.001360206203954606,False
0.0,0.07630608,0.045150845533756,0.07630608,0.045150845533756,0.031155234466244,True
0.020575,0.2580413,0.2319293710428067,0.23746629999999996,0.2113543710428067,0.026111928957193276,True
0.0,0.16895702,0.147434818170614,0.16895702,0.147434818170614,0.021522201829386023,True
1.0,0.14041461,0.1399187712128795,0.85958539,0.8600812287871205,-0.0004958387871204506,False
0.003525,0.28069976,0.2866545715047958,0.27717476,0.2831295715047958,-0.005954811504795765,False
0.751958,0.4582186,0.4726255814951777,0.29373940000000004,0.2793324185048223,0.014406981495177718,True
