y_true,best_base_pred,stacking_pred,abs_error_best_base,abs_error_stacking,improvement,stacking_better
0.714286,0.1057546926031335,0.1953115313543064,0.6085313073968664,0.5189744686456936,0.08955683875117282,True
0.510476,0.5109435956773303,0.4998802704322285,0.00046759567733023477,0.01059572956777155,-0.010128133890441315,False
1.0,0.3967686055260234,0.3003982040992162,0.6032313944739767,0.6996017959007839,-0.0963704014268072,False
0.315315,0.2340504051443684,0.2880903736634569,0.08126459485563162,0.0272246263365431,0.054039968519088516,True
0.0,0.4435786937898844,0.5287516937258787,0.4435786937898844,0.5287516937258787,-0.08517299993599431,False
0.009346,0.3703626308135808,0.4285234904305579,0.36101663081358076,0.41917749043055785,-0.05816085961697709,False
0.860051,0.2911309327932921,0.287150498428216,0.5689200672067078,0.5729005015717841,-0.003980434365076224,False
0.26971,0.5798930392388636,0.4616907242875065,0.3101830392388636,0.1919807242875065,0.11820231495135708,True
0.456067,0.3811996892062213,0.3191257271171026,0.07486731079377867,0.13694127288289742,-0.06207396208911875,False
0.617597,0.2074778810687948,0.2423334644903285,0.4101191189312051,0.37526353550967145,0.034855583421533665,True
0.0,0.2400177555452372,0.0720341867166716,0.2400177555452372,0.0720341867166716,0.16798356882856558,True
0.0,0.2933519533228948,0.2376046366612992,0.2933519533228948,0.2376046366612992,0.05574731666159563,True
0.0,0.2240717865957882,0.2615496356176088,0.2240717865957882,0.2615496356176088,-0.03747784902182061,False
0.0,0.1765629956805676,0.2461208428212372,0.1765629956805676,0.2461208428212372,-0.0695578471406696,False
0.045161,0.2607040882735353,0.2859166027818292,0.2155430882735353,0.24075560278182917,-0.02521251450829387,False
0.162362,0.2188423419051401,0.277583160737775,0.05648034190514009,0.115221160737775,-0.058740818832634906,False
0.027344,0.158954217178185,0.1470101238710593,0.131610217178185,0.1196661238710593,0.011944093307125703,True
0.928,0.4475566522375129,0.4445107698493044,0.48044334776248715,0.48348923015069567,-0.0030458823882085206,False
0.567536,0.4576599809873273,0.5210868015051373,0.10987601901267274,0.04644919849486273,0.06342682051781001,True
0.0,0.3222755391311369,0.3518072758050566,0.3222755391311369,0.3518072758050566,-0.02953173667391973,False
0.0,0.2606498863775708,0.2788145511674165,0.2606498863775708,0.2788145511674165,-0.018164664789845686,False
0.0,0.2474540619923077,0.2762999176714588,0.2474540619923077,0.2762999176714588,-0.028845855679151072,False
0.872852,0.5294972338481584,0.5360097326790378,0.3433547661518416,0.3368422673209621,0.006512498830879454,True
0.0,0.2931349417412539,0.2308746869763146,0.2931349417412539,0.2308746869763146,0.062260254764939266,True
0.0,0.1651304666510131,0.1970594521935071,0.1651304666510131,0.1970594521935071,-0.03192898554249399,False
0.406667,0.2051124865021606,0.2271563380109765,0.2015545134978394,0.1795106619890235,0.02204385150881591,True
0.592593,0.1335003347445622,0.0639894430365375,0.45909266525543785,0.5286035569634625,-0.06951089170802466,False
0.521505,0.4502014421025327,0.4861343204861065,0.07130355789746728,0.0353706795138935,0.035932878383573785,True
0.413333,0.1555447115613956,0.2157322029244604,0.2577882884386044,0.1976007970755396,0.06018749136306481,True
0.092262,0.192044678201889,0.1975484542088081,0.099782678201889,0.1052864542088081,-0.005503776006919092,False
0.952727,0.3477414467790417,0.3705957704268325,0.6049855532209583,0.5821312295731675,0.02285432364779072,True
0.238202,0.5059019271328392,0.5333302661115005,0.2676999271328392,0.29512826611150045,-0.02742833897866126,False
0.0,0.1399479229032895,0.1160398823381548,0.1399479229032895,0.1160398823381548,0.023908040565134694,True
0.0,0.2356760532009343,0.2244228394588199,0.2356760532009343,0.2244228394588199,0.011253213742114382,True
0.0,0.2303320685514609,0.151155226965889,0.2303320685514609,0.151155226965889,0.0791768415855719,True
0.705499,0.3290159359247693,0.4038247996312328,0.3764830640752307,0.3016742003687672,0.0748088637064635,True
0.658537,0.2498428872573198,0.2588952353792754,0.40869411274268025,0.39964176462072465,0.0090523481219556,True
0.452206,0.3928356675928638,0.4023765217287303,0.059370332407136184,0.04982947827126971,0.009540854135866472,True
0.419462,0.4070027835227754,0.4104842361380377,0.012459216477224588,0.008977763861962307,0.0034814526152622816,True
0.0,0.4014256321414037,0.3367241892509882,0.4014256321414037,0.3367241892509882,0.06470144289041552,True
0.0,0.209657238409113,0.1907713981088028,0.209657238409113,0.1907713981088028,0.01888584030031018,True
0.020575,0.2726753656655953,0.2386889488689534,0.2521003656655953,0.21811394886895338,0.03398641679664191,True
0.0,0.2583466599050767,0.2400648987410787,0.2583466599050767,0.2400648987410787,0.018281761163998017,True
1.0,0.1524385520969836,0.1889839743656699,0.8475614479030165,0.8110160256343301,0.0365454222686864,True
0.003525,0.3449898914152587,0.3533658908655271,0.3414648914152587,0.3498408908655271,-0.008375999450268401,False
0.751958,0.3359101549290798,0.353676189043647,0.41604784507092024,0.398281810956353,0.01776603411456723,True
0.000849,0.2462694041167276,0.3018752541091105,0.2454204041167276,0.3010262541091105,-0.05560584999238288,False
0.912821,0.2553870208247339,0.2451167497385092,0.6574339791752661,0.6677042502614908,-0.010270271086224692,False
0.013072,0.472957350316988,0.5353550401878602,0.45988535031698796,0.5222830401878602,-0.06239768987087224,False
0.0,0.1954715451878215,0.1737425088338928,0.1954715451878215,0.1737425088338928,0.0217290363539287,True
0.0,0.3313822843813541,0.348797774860028,0.3313822843813541,0.348797774860028,-0.017415490478673912,False
0.613095,0.3942716307178267,0.3701220753638721,0.21882336928217322,0.24297292463612785,-0.024149555353954633,False
0.018485,0.3351964272984346,0.2971625338263473,0.3167114272984346,0.2786775338263473,0.0380338934720873,True
0.002907,0.2828556041341685,0.3266725664249487,0.2799486041341685,0.3237655664249487,-0.04381696229078019,False
0.782609,0.3707222403133403,0.3919899427397533,0.4118867596866597,0.3906190572602467,0.021267702426413015,True
0.186528,0.262417391681544,0.2673943169969334,0.07588939168154399,0.08086631699693339,-0.004976925315389402,False
0.0,0.2652617715819544,0.3343574018813434,0.2652617715819544,0.3343574018813434,-0.06909563029938898,False
0.343511,0.1584025803379397,0.1597945849711088,0.18510841966206032,0.18371641502889122,0.0013920046331691027,True
0.040323,0.4994207448262023,0.4340147550701948,0.4590977448262023,0.3936917550701948,0.06540598975600748,True
0.5,0.2399661891888588,0.2825595357550691,0.2600338108111412,0.2174404642449309,0.04259334656621028,True
0.0,0.106389503968242,0.1040193549494452,0.106389503968242,0.1040193549494452,0.0023701490187967994,True
